header,true_label,true_label_id,pred_label,pred_label_id,second_best_label,confidence,entropy,margin,correct,original_label,prob_None,prob_DNA,prob_DNA/Academ-1,prob_DNA/CMC,prob_DNA/Kolobok,prob_DNA/P,prob_DNA/PIF-Harbinger,prob_DNA/PiggyBac,prob_DNA/Sola-2,prob_DNA/TcMar-Tc1,prob_DNA/hAT
TcMar-Tc1_18-fClaGar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20546532,2.3041692,0.0874076,False,DNA/TcMar-Tc1,0.20546532,0.06020984,0.07439847,0.08856062,0.104886584,0.11805772,0.053401582,0.06306822,0.10982154,0.05094336,0.07118677
LINE_2-fCoiMys#DNA,DNA,1,None,0,DNA/P,0.20170027,2.3103032,0.08575116,False,DNA,0.20170027,0.061806083,0.07636865,0.08887686,0.10324275,0.11594911,0.05352479,0.064191096,0.10967186,0.051672198,0.07299631
TcMar-Tc1_4-fCoiMys#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20367661,2.3066165,0.08600253,False,DNA/TcMar-Tc1,0.20367661,0.060927168,0.074657075,0.08872901,0.1046247,0.11767408,0.053634178,0.06348676,0.1099143,0.051312134,0.07136395
TcMar-Tc1_7-fCoiMys#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20429014,2.3056705,0.086089134,False,DNA/TcMar-Tc1,0.20429014,0.060798053,0.074713945,0.08833383,0.104414195,0.118201,0.053673122,0.06330322,0.11005885,0.05099359,0.07122011
hAT_9-fConCon#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20394024,2.3069878,0.08713944,False,DNA/hAT,0.20394024,0.061355527,0.07530106,0.08865866,0.10395109,0.1168008,0.05341081,0.0636347,0.10986992,0.051129725,0.07194749
hAT_42-fCorLav#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20101428,2.31138,0.08482226,False,DNA/hAT,0.20101428,0.06281848,0.07640902,0.0881645,0.10331223,0.11619202,0.053844344,0.06450039,0.10938293,0.051579174,0.0727826
hAT_82-fCorLav#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20220621,2.3091931,0.08529015,False,DNA/hAT,0.20220621,0.06152689,0.07580191,0.088526525,0.10393598,0.11691606,0.053803395,0.06377731,0.10954063,0.051592834,0.0723723
TcMar-Tc1_21-fCorLav#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20296104,2.308096,0.085693486,False,DNA/TcMar-Tc1,0.20296104,0.06155023,0.07553228,0.088260904,0.10394507,0.11726756,0.053739138,0.063679114,0.10974893,0.051305633,0.072010115
TcMar-Tc1_29-fCorLav#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20423564,2.3057091,0.085982,False,DNA/TcMar-Tc1,0.20423564,0.060485214,0.07491703,0.088241465,0.10451549,0.11825364,0.053796068,0.06307332,0.10999639,0.05115333,0.07133244
TcMar-Tc1_56-fCorLav#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20389254,2.3063583,0.08590231,False,DNA/TcMar-Tc1,0.20389254,0.0610551,0.07505134,0.08809785,0.104124404,0.11799023,0.053760376,0.06333785,0.110160686,0.05097927,0.07155028
TcMar-Tc1_57-fCorLav#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20414679,2.3060794,0.08621047,False,DNA/TcMar-Tc1,0.20414679,0.061034005,0.07501568,0.08814405,0.10410375,0.11793632,0.053707473,0.063296415,0.11015905,0.05093052,0.07152596
Sola-2_1-fCypVen#DNA/Sola-2,DNA/Sola-2,8,None,0,DNA/P,0.20218983,2.3088238,0.08561334,False,DNA/Sola-2,0.20218983,0.06003955,0.076126724,0.08957929,0.10375547,0.11657649,0.053563286,0.063527934,0.109789304,0.051859897,0.072992265
TcMar-Tc1_5-fCypVen#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20328523,2.3076875,0.085846394,False,DNA/TcMar-Tc1,0.20328523,0.062061977,0.07521018,0.088080704,0.103966415,0.11743884,0.053699713,0.06379256,0.10980255,0.05104643,0.071615376
hAT_36-fCypVen#DNA,DNA,1,None,0,DNA/P,0.20735238,2.3006425,0.0878047,False,DNA,0.20735238,0.058970112,0.07379382,0.08812772,0.1052202,0.11954769,0.053538363,0.0621787,0.11046287,0.050463397,0.07034487
hAT_5-fDanRer#DNA,DNA,1,None,0,DNA/P,0.20515764,2.303719,0.08712432,False,DNA,0.20515764,0.05767225,0.07496073,0.09011924,0.10459987,0.11803332,0.05347728,0.062272858,0.11016377,0.051534507,0.07200848
Kolobok_1-fDirArg#DNA/Kolobok,DNA/Kolobok,4,None,0,DNA/P,0.20260006,2.3083465,0.08593392,False,DNA/Kolobok,0.20260006,0.060084473,0.07610314,0.08929409,0.103728734,0.11666614,0.053546924,0.06354959,0.10986135,0.05167778,0.07288771
Academ-1_10-fDirArg#DNA/Academ-1,DNA/Academ-1,2,None,0,DNA/P,0.20129831,2.310803,0.08542733,False,DNA/Academ-1,0.20129831,0.061498567,0.076601624,0.089009255,0.10335253,0.11587098,0.05365705,0.06419926,0.10948352,0.051859353,0.07316955
Sola-2_6-fDirArg#DNA/Sola-2,DNA/Sola-2,8,None,0,DNA/P,0.2020748,2.3091354,0.08547457,False,DNA/Sola-2,0.2020748,0.060608607,0.076199986,0.08919961,0.1037481,0.11660022,0.053632673,0.063679226,0.109703906,0.051695697,0.072857246
hAT_172-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20197962,2.3096838,0.085778594,False,DNA/hAT,0.20197962,0.06153315,0.0762541,0.08885645,0.10347637,0.11620103,0.05346358,0.06409231,0.10971362,0.051524818,0.07290492
Academ-1_13-fDirArg#DNA/Academ-1,DNA/Academ-1,2,None,0,DNA/P,0.20258626,2.3083618,0.08598619,False,DNA/Academ-1,0.20258626,0.06029445,0.07602102,0.08932781,0.10376357,0.116600074,0.053494964,0.06355431,0.10990517,0.051616598,0.0728358
hAT_225-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20143546,2.3108182,0.085601635,False,DNA/hAT,0.20143546,0.06223515,0.07638888,0.08886735,0.10329734,0.11583383,0.053576846,0.06435606,0.109400496,0.051653393,0.07295523
Academ-1_21-fDirArg#DNA/Academ-1,DNA/Academ-1,2,None,0,DNA/P,0.2027367,2.3085456,0.086220995,False,DNA/Academ-1,0.2027367,0.06082549,0.07599523,0.08899806,0.10374977,0.11651571,0.05350468,0.06373617,0.10965045,0.051604208,0.07268357
hAT_314-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20119804,2.3112426,0.0853957,False,DNA/hAT,0.20119804,0.062962025,0.07641795,0.08826473,0.103171475,0.11580234,0.05354785,0.06460268,0.109607786,0.05154163,0.07288342
hAT_357-fDirArg#DNA,DNA,1,None,0,DNA/P,0.20305862,2.3084376,0.086793736,False,DNA,0.20305862,0.062081397,0.07555779,0.088484,0.103851244,0.11626488,0.053306617,0.064091265,0.109773256,0.05124517,0.0722858
hAT_360-fDirArg#DNA,DNA,1,None,0,DNA/P,0.20315737,2.3080726,0.08655906,False,DNA,0.20315737,0.061559148,0.07559316,0.08856129,0.10382358,0.11659831,0.05344009,0.06387036,0.10986136,0.051269196,0.07226611
hAT_364-fDirArg#DNA,DNA,1,None,0,DNA/P,0.20277338,2.3086078,0.0861575,False,DNA,0.20277338,0.061704434,0.07564025,0.08849442,0.103883825,0.11661588,0.053556997,0.06397553,0.1097379,0.05137106,0.07224627
hAT_19-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20437475,2.3059816,0.08676316,False,DNA/hAT,0.20437475,0.06115108,0.07497943,0.08829865,0.104328156,0.11761159,0.05346359,0.06352697,0.10985637,0.050895605,0.071513854
hAT_64-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20200363,2.3103707,0.08559362,False,DNA/hAT,0.20200363,0.06484976,0.075455144,0.08756245,0.103520826,0.11641001,0.053542446,0.06483247,0.10923228,0.050874334,0.07171664
hAT_69-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20552896,2.303305,0.08653023,False,DNA/hAT,0.20552896,0.06027996,0.07437734,0.08806975,0.105117984,0.11899873,0.05341732,0.06276677,0.11016267,0.050461452,0.07081906
hAT_93-fDirArg#DNA,DNA,1,None,0,DNA/P,0.20178388,2.310626,0.085474394,False,DNA,0.20178388,0.06530808,0.07517162,0.08804533,0.103473745,0.11630949,0.05345448,0.06483028,0.10922981,0.05095245,0.0714408
hAT_94-fDirArg#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20132846,2.3111086,0.084959224,False,DNA/hAT,0.20132846,0.06533715,0.075122535,0.08805429,0.10351141,0.11636923,0.053554427,0.06495726,0.10929745,0.05106454,0.071403235
hAT_107-fDirArg#DNA,DNA,1,None,0,DNA/P,0.20748863,2.3001883,0.086834796,False,DNA,0.20748863,0.061297208,0.07290813,0.086411886,0.10593388,0.12065383,0.05361952,0.062708735,0.11044801,0.049659703,0.0688705
hAT_1-fEchNau#DNA,DNA,1,None,0,DNA/P,0.20581727,2.302777,0.08703007,False,DNA,0.20581727,0.058911573,0.074459895,0.08910686,0.10465085,0.1187872,0.053439,0.062348045,0.11040179,0.05079501,0.07128256
hAT_21-fEleAnt#DNA,DNA,1,None,0,DNA/P,0.19930589,2.31603,0.086689085,False,DNA,0.19930589,0.069520056,0.07726037,0.087481625,0.10125178,0.11261681,0.05309824,0.066919066,0.10885615,0.050592057,0.07309791
TcMar-Tc1_6-fEpiLan#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20427829,2.305966,0.086375386,False,DNA/TcMar-Tc1,0.20427829,0.060927868,0.07501051,0.08834208,0.10437993,0.117902905,0.053741917,0.06316994,0.10981819,0.051016353,0.071412064
PIF-Harbinger_6-fErpCal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20321304,2.3071065,0.085922055,False,DNA/PIF-Harbinger,0.20321304,0.059391756,0.07566219,0.089436665,0.10413513,0.11729098,0.05364095,0.0631656,0.1098816,0.05170896,0.072473146
PIF-Harbinger_1-fErpCal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.201844,2.3101387,0.08557196,False,DNA/PIF-Harbinger,0.201844,0.0628417,0.07609592,0.088063195,0.103377774,0.11627205,0.053583227,0.06436823,0.10977689,0.05124392,0.07253305
TcMar-Tc1_15-fErpCal#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20331551,2.3075843,0.08580608,False,DNA/TcMar-Tc1,0.20331551,0.061976045,0.07519013,0.08800015,0.10424482,0.11750943,0.053769194,0.063590616,0.109684534,0.051092815,0.071626686
hAT_55-fErpCal#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20643267,2.3016706,0.0872169,False,DNA/hAT,0.20643267,0.058724966,0.07391295,0.08850402,0.10553492,0.11921577,0.05356575,0.06224637,0.11041957,0.050732408,0.07071064
hAT_4-fEsoLuc#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20539187,2.3030617,0.086406514,False,DNA/hAT,0.20539187,0.05865883,0.07433201,0.08891982,0.10519625,0.118985355,0.05358492,0.06239696,0.11033089,0.05099915,0.07120392
TcMar-Tc1_2-fEutGur#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20293702,2.3084648,0.08626117,False,DNA/TcMar-Tc1,0.20293702,0.061474685,0.07580914,0.08859944,0.10358989,0.116675854,0.05368307,0.06378818,0.10972635,0.051355522,0.07236086
TcMar-Tc1_8-fEutGur#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2045491,2.305168,0.08630676,False,DNA/TcMar-Tc1,0.2045491,0.060115166,0.07451148,0.088531524,0.10485871,0.118242346,0.05366531,0.063014634,0.10992643,0.0512571,0.071328185
hAT_14-fEutGur#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20473011,2.3045547,0.08585782,False,DNA/hAT,0.20473011,0.060713697,0.07417847,0.087765425,0.10506323,0.118872285,0.053764902,0.06310423,0.11028325,0.05071696,0.07080739
hAT_16-fEutGur#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20601457,2.3033698,0.087318726,False,DNA/hAT,0.20601457,0.06171101,0.07371581,0.087662295,0.10496804,0.11869585,0.053351026,0.06331043,0.11005623,0.050306246,0.07020842
hAT_6-fFunDia#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20219952,2.3091536,0.085637525,False,DNA/hAT,0.20219952,0.06063539,0.07614693,0.08918449,0.10365472,0.116561994,0.053635325,0.06375484,0.10959996,0.05178565,0.072841145
hAT_20-fFunDia#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20195974,2.3100646,0.08587188,False,DNA/hAT,0.20195974,0.062398367,0.07624216,0.08845011,0.10339875,0.11608786,0.05352735,0.06433063,0.10955912,0.051372886,0.07267306
hAT_22-fFunDia#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20193063,2.3099897,0.08574818,False,DNA/hAT,0.20193063,0.0622443,0.07615323,0.08856973,0.10353294,0.11618245,0.05354082,0.06428241,0.10952785,0.05142797,0.07260771
PiggyBac_2-fFunDia#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20186025,2.3097312,0.08511751,False,DNA/PiggyBac,0.20186025,0.061535344,0.076186195,0.08851571,0.10357261,0.11674274,0.053824663,0.063962966,0.10959811,0.05153155,0.072669886
hAT_28-fFunDia#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20306793,2.308181,0.08642504,False,DNA/hAT,0.20306793,0.06130023,0.075710595,0.08864607,0.10392611,0.116642885,0.053478498,0.063864686,0.109644234,0.05137967,0.072339065
hAT_38-fFunDia#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20459181,2.304556,0.08618147,False,DNA/hAT,0.20459181,0.058928408,0.07471532,0.08908046,0.10496477,0.11841034,0.053763937,0.06267689,0.110111095,0.051251467,0.07150553
P_1-fFunDia#DNA/P,DNA/P,5,None,0,DNA/P,0.20510031,2.3037064,0.08650942,False,DNA/P,0.20510031,0.058793515,0.07446432,0.08912635,0.104933396,0.11859089,0.053556796,0.062482927,0.11036338,0.051207338,0.07138077
TcMar-Tc1_9-fFunDia#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20443311,2.3055792,0.086709194,False,DNA/TcMar-Tc1,0.20443311,0.06048516,0.07474307,0.088581435,0.104683675,0.11772392,0.05354486,0.06313867,0.109974764,0.051138345,0.071552984
hAT_82-fFunDia#DNA,DNA,1,None,0,DNA/P,0.20741764,2.3006883,0.0872076,False,DNA,0.20741764,0.062286653,0.07279,0.08636867,0.10570829,0.12021004,0.053349398,0.06308482,0.11042062,0.049581286,0.06878253
Kolobok_1-fGadMor#DNA,DNA,1,None,0,DNA/P,0.20093039,2.3114858,0.08547202,False,DNA,0.20093039,0.061998434,0.076729715,0.08912917,0.103036664,0.11545837,0.053521246,0.064449586,0.10951134,0.051800627,0.07343448
CMC_1-fGasAcu#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.2021095,2.3089178,0.08549243,False,DNA/CMC,0.2021095,0.059939664,0.076214656,0.08932778,0.10385355,0.11661707,0.053650863,0.06358661,0.10980719,0.051888697,0.073004395
CMC_3-fGasAcu#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.20253544,2.3083293,0.0857761,False,DNA/CMC,0.20253544,0.059694413,0.076169536,0.0893895,0.1037591,0.11675934,0.05366281,0.06344601,0.10985754,0.05181575,0.07291054
TcMar-Tc1_5-fGirMul#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20335093,2.3074908,0.085993394,False,DNA/TcMar-Tc1,0.20335093,0.061548155,0.074913524,0.08820714,0.10457783,0.11735754,0.053632125,0.06370365,0.10968475,0.051430512,0.071593955
hAT_100-fGobGob#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20411263,2.3060272,0.0861971,False,DNA/hAT,0.20411263,0.061723057,0.07457835,0.08788267,0.104759835,0.11791553,0.05351914,0.06367804,0.1100328,0.050715715,0.07108227
TcMar-Tc1_8-fGouWil#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2031837,2.307584,0.08575095,False,DNA/TcMar-Tc1,0.2031837,0.061560977,0.07501077,0.08823385,0.10430485,0.11743274,0.053729314,0.063715816,0.10999199,0.051321387,0.07151453
TcMar-Tc1_10-fGouWil#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20473538,2.3053112,0.08693396,False,DNA/TcMar-Tc1,0.20473538,0.060558125,0.07463138,0.08865317,0.104720905,0.11780142,0.05360638,0.06311161,0.10974333,0.05110015,0.07133814
hAT_11-fGymBra#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20188978,2.309853,0.08573083,False,DNA/hAT,0.20188978,0.061629795,0.076140605,0.088915445,0.1035655,0.116158955,0.053517383,0.06416226,0.10962999,0.05158194,0.07280828
Academ-1_20-fGymBra#DNA/Academ-1,DNA/Academ-1,2,None,0,DNA/P,0.20154633,2.3105335,0.08514856,False,DNA/Academ-1,0.20154633,0.062861934,0.07614906,0.088217504,0.10331142,0.11639777,0.053703927,0.0643559,0.10958668,0.051366597,0.0725028
TcMar-Tc1_3-fHipHip#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20525621,2.3044736,0.08743199,False,DNA/TcMar-Tc1,0.20525621,0.060254827,0.07469006,0.08844932,0.10444425,0.11782422,0.053359896,0.06297898,0.1103071,0.050976522,0.07145854
PiggyBac_6-fHypImm#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20197943,2.3094182,0.08571122,False,DNA/PiggyBac,0.20197943,0.060762826,0.07615043,0.089415796,0.10357107,0.11626821,0.05349771,0.0637939,0.10976868,0.051793993,0.072998
hAT_10-fHypImm#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20195833,2.3099256,0.08570088,False,DNA/hAT,0.20195833,0.06208769,0.076016635,0.08873094,0.10345838,0.11625745,0.053615898,0.064216204,0.109552525,0.051481694,0.072624244
hAT_13-fHypImm#DNA,DNA,1,None,0,DNA/P,0.20356384,2.3074143,0.08684398,False,DNA,0.20356384,0.061196044,0.07558172,0.08882974,0.10383287,0.11671986,0.05330751,0.06370738,0.109816894,0.051209193,0.07223492
TcMar-Tc1_6-fHypImm#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20369461,2.306809,0.086065516,False,DNA/TcMar-Tc1,0.20369461,0.06109324,0.07520775,0.08831266,0.10414975,0.117629096,0.0537031,0.06343693,0.109946094,0.051072832,0.07175391
hAT_46-fHypImm#DNA,DNA,1,None,0,DNA/P,0.20932339,2.296544,0.08739455,False,DNA,0.20932339,0.05905518,0.07227223,0.08713631,0.106431186,0.12192884,0.053696178,0.06147378,0.11069447,0.0496236,0.06836495
hAT_31-fLamInc#DNA,DNA,1,None,0,DNA/P,0.20176318,2.3103242,0.08594384,False,DNA,0.20176318,0.061848857,0.07654653,0.08909461,0.10318116,0.11581934,0.053530917,0.06422655,0.10942377,0.051500883,0.07306413
Academ-1_1-fLamInc#DNA/Academ-1,DNA/Academ-1,2,None,0,DNA/P,0.20153284,2.310455,0.08539772,False,DNA/Academ-1,0.20153284,0.061916187,0.07649052,0.088504285,0.10332714,0.11613512,0.05366928,0.064290926,0.10965314,0.051520202,0.07296028
TcMar-Tc1_1-fLamInc#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20339234,2.3073106,0.08631842,False,DNA/TcMar-Tc1,0.20339234,0.06018598,0.075770415,0.08888575,0.103884235,0.11707392,0.05362296,0.06337496,0.10987098,0.051428437,0.07250997
hAT_20-fLamInc#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20369211,2.307403,0.086812906,False,DNA/hAT,0.20369211,0.06169957,0.07543937,0.08812495,0.10392883,0.1168792,0.053468715,0.06387245,0.109846026,0.05105247,0.07199631
TcMar-Tc1_7-fLamInc#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2042732,2.3057017,0.08641224,False,DNA/TcMar-Tc1,0.2042732,0.06035495,0.07495164,0.0884298,0.10443994,0.11786095,0.053591248,0.06319397,0.11014238,0.051083427,0.07167846
hAT_25-fLamInc#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20771334,2.2990317,0.08687162,False,DNA/hAT,0.20771334,0.05876391,0.073035836,0.08765567,0.10622216,0.12084172,0.053654745,0.061910838,0.11066657,0.05010894,0.06942625
CMC_3-fLepSal#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.20157532,2.310291,0.08540751,False,DNA/CMC,0.20157532,0.061886385,0.076360025,0.08879167,0.103334785,0.11616781,0.053552907,0.0640949,0.109687775,0.051597673,0.07295071
hAT_7-fLepSal#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20173252,2.3101037,0.08566341,False,DNA/hAT,0.20173252,0.061880987,0.07619001,0.089184284,0.103486076,0.11606911,0.053435534,0.064150274,0.109416306,0.05150991,0.072944984
PIF-Harbinger_13-fLepSal#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20384751,2.3071275,0.086583085,False,DNA/PIF-Harbinger,0.20384751,0.06250282,0.07507904,0.08767485,0.10400088,0.11726443,0.05357287,0.06390708,0.10996939,0.05074815,0.07143301
CMC_1-fLetNeb#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.20186298,2.3096285,0.08565274,False,DNA/CMC,0.20186298,0.06024634,0.07644628,0.089279905,0.10368904,0.11621024,0.053636048,0.0638118,0.1096049,0.052020606,0.07319184
hAT_30-fLetNeb#DNA,DNA,1,None,0,DNA/P,0.20221563,2.3091726,0.08610533,False,DNA,0.20221563,0.060394734,0.076117985,0.08969333,0.10374867,0.116110295,0.053443454,0.06380465,0.109519705,0.051858913,0.073092684
PIF-Harbinger_1-fLetNeb#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20241499,2.3092844,0.08574853,False,DNA/PIF-Harbinger,0.20241499,0.06293715,0.07542661,0.088259295,0.103701934,0.11666646,0.053608928,0.064351454,0.10961815,0.0511287,0.07188638
hAT_83-fLeuLeu#DNA,DNA,1,None,0,DNA/P,0.20421517,2.3053355,0.08622178,False,DNA,0.20421517,0.059008684,0.07513279,0.0891975,0.104600325,0.11799339,0.05359177,0.06282987,0.1100442,0.051453453,0.07193285
TcMar-Tc1_23-fLeuLeu#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20412402,2.306439,0.08666712,False,DNA/TcMar-Tc1,0.20412402,0.061219845,0.075086586,0.088083334,0.10452912,0.1174569,0.05369242,0.063434616,0.10978383,0.05106369,0.07152569
P_3-fLeuLeu#DNA/P,DNA/P,5,None,0,DNA/P,0.20632194,2.3025072,0.087452,False,DNA/P,0.20632194,0.059905782,0.07443416,0.08808251,0.10454486,0.11886994,0.053460963,0.06260851,0.1104802,0.05037969,0.07091138
TcMar-Tc1_3-fLeuLeu#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20437308,2.3058782,0.08604868,False,DNA/TcMar-Tc1,0.20437308,0.06169343,0.07460457,0.08755692,0.10474895,0.1183244,0.05386035,0.063331276,0.10970947,0.050920583,0.07087699
PIF-Harbinger_1-fLimLim#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.2020533,2.3096273,0.08575652,False,DNA/PIF-Harbinger,0.2020533,0.061477587,0.07611045,0.088850334,0.1036865,0.116296776,0.05363368,0.064085305,0.10953046,0.05156162,0.07271392
PiggyBac_1-fLipPho#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20244275,2.3089032,0.08552263,False,DNA/PiggyBac,0.20244275,0.0615392,0.075902686,0.08822783,0.103773445,0.11692012,0.05376004,0.06384634,0.10978152,0.05142727,0.0723788
TcMar-Tc1_13-fMasArm#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20359996,2.3069365,0.08581708,False,DNA/TcMar-Tc1,0.20359996,0.061199587,0.07511257,0.08827827,0.10433566,0.117782876,0.053727645,0.063400574,0.10973293,0.05122794,0.07160199
PiggyBac_1-fMegCyp#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20578147,2.3035219,0.08744799,False,DNA/PiggyBac,0.20578147,0.059682354,0.074482866,0.088746816,0.10494871,0.11833348,0.053592253,0.062770195,0.10977912,0.050798655,0.07108399
hAT_55-fMelBoe#DNA,DNA,1,None,0,DNA/P,0.20240134,2.3087394,0.08564282,False,DNA,0.20240134,0.06084694,0.07591692,0.08897731,0.10388333,0.11675852,0.05356836,0.06373745,0.10971159,0.051623598,0.07257467
hAT_8-fMelBoe#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20106322,2.3113103,0.08513276,False,DNA/hAT,0.20106322,0.06313868,0.07634623,0.088186145,0.10336167,0.11593045,0.053537812,0.06461377,0.10947357,0.0514251,0.07292347
CMC_1-fMelGel#DNA/CMC,DNA/CMC,3,None,0,DNA/P,0.20210618,2.3092504,0.08591366,False,DNA/CMC,0.20210618,0.060240924,0.07638594,0.08943128,0.103613816,0.11619252,0.053547986,0.06371956,0.10972177,0.051876955,0.07316298
TcMar-Tc1_11-fMenMen#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.2029677,2.308035,0.08540032,False,DNA/TcMar-Tc1,0.2029677,0.062140677,0.07515818,0.08786422,0.10431741,0.11756738,0.053835906,0.063881114,0.10962006,0.051123522,0.07152381
hAT_37-fMicKit#DNA,DNA,1,None,0,DNA/P,0.20194973,2.309463,0.08578707,False,DNA,0.20194973,0.060184784,0.076473914,0.08968144,0.10347813,0.11616266,0.053567883,0.063732296,0.10963773,0.051923428,0.07320803
hAT_40-fMicKit#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20181751,2.3101776,0.0857482,False,DNA/hAT,0.20181751,0.061882127,0.07645071,0.08875483,0.103300825,0.11606931,0.05355204,0.064200915,0.10947749,0.051522337,0.07297196
TcMar-Tc1_4-fMicKit#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20372242,2.3068984,0.08607161,False,DNA/TcMar-Tc1,0.20372242,0.061073232,0.07500416,0.08812007,0.10438847,0.11765081,0.05379395,0.06354008,0.10982276,0.05131431,0.07156972
hAT_15-fMicKit#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20575534,2.3030396,0.08666699,False,DNA/hAT,0.20575534,0.05985783,0.07402119,0.088191256,0.10498961,0.11908835,0.05358438,0.06261173,0.11040218,0.050848074,0.07065014
Academ-1_2-fMicPou#DNA/Academ-1,DNA/Academ-1,2,None,0,DNA/P,0.20751677,2.298741,0.08508645,False,DNA/Academ-1,0.20751677,0.061785582,0.07224802,0.08577262,0.10613988,0.122430325,0.053579185,0.06258799,0.111108854,0.04904008,0.06779066
TcMar-Tc1_3-fMicSal#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20467627,2.305367,0.08691399,False,DNA/TcMar-Tc1,0.20467627,0.06056491,0.07497249,0.088285,0.10428901,0.11776228,0.05347022,0.063153714,0.110168695,0.05099129,0.07166615
